,MM1,MM2,MM3,BD1,BD2,BD3,EQ1,EQ2,EQ3,FX1,FX2,FX3,FI1,FI2,FI3
2025-12-22,0.4692913385826772,0.26614173228346455,0.662992125984252,0.31968503937007875,0.24566929133858267,0.04094488188976378,0.08976377952755905,0.658267716535433,0.9149606299212598,0.5228346456692914,0.004724409448818898,0.6362204724409449,0.6740157480314961,0.25826771653543307,0.705511811023622
2025-12-23,0.4692913385826772,0.30708661417322836,0.6425196850393701,0.11023622047244094,0.2677165354330709,0.03622047244094488,0.4393700787401575,0.6598425196850394,0.9118110236220472,0.5574803149606299,0.0031496062992125984,0.6614173228346457,0.6834645669291338,0.26614173228346455,0.7354330708661417
2025-12-24,0.44724409448818897,0.31811023622047246,0.721259842519685,0.14960629921259844,0.2803149606299213,0.028346456692913385,0.6834645669291338,0.6015748031496063,0.8771653543307086,0.7496062992125985,0.011023622047244094,0.6976377952755906,0.6803149606299213,0.13543307086614173,0.16850393700787403
2025-12-25,0.44724409448818897,0.31811023622047246,0.6992125984251969,0.14960629921259844,0.2803149606299213,0.028346456692913385,0.6141732283464567,0.6015748031496063,0.8362204724409449,0.48661417322834644,0.011023622047244094,0.6976377952755906,0.6803149606299213,0.13385826771653545,0.521259842519685
2025-12-26,0.44724409448818897,0.29763779527559053,0.5795275590551181,0.11023622047244094,0.2614173228346457,0.01889763779527559,0.36850393700787404,0.5984251968503937,0.7763779527559055,0.014173228346456693,0.2346456692913386,0.6803149606299213,0.7338582677165354,0.17165354330708663,0.9133858267716536
2025-12-29,0.44724409448818897,0.31496062992125984,0.47086614173228347,0.11181102362204724,0.2803149606299213,0.02204724409448819,0.08346456692913386,0.6125984251968504,0.8110236220472441,0.02204724409448819,0.4456692913385827,0.7228346456692913,0.7322834645669292,0.1700787401574803,0.7858267716535433
2025-12-30,0.44724409448818897,0.29606299212598425,0.43622047244094486,0.06771653543307087,0.2692913385826772,0.05826771653543307,0.6645669291338583,0.6110236220472441,0.7480314960629921,0.09448818897637795,0.48346456692913387,0.7133858267716535,0.7448818897637796,0.11811023622047244,0.6929133858267716
2025-12-31,0.44724409448818897,0.29606299212598425,0.43622047244094486,0.07244094488188976,0.2677165354330709,0.05669291338582677,0.6141732283464567,0.6110236220472441,0.6960629921259842,0.5464566929133858,0.47086614173228347,0.7133858267716535,0.694488188976378,0.11023622047244094,0.521259842519685
2026-01-01,0.44724409448818897,0.29606299212598425,0.3732283464566929,0.07244094488188976,0.2677165354330709,0.05669291338582677,0.6141732283464567,0.6110236220472441,0.6818897637795276,0.48661417322834644,0.47086614173228347,0.7133858267716535,0.694488188976378,0.08188976377952756,0.521259842519685
2026-01-02,0.44724409448818897,0.30708661417322836,0.3732283464566929,0.03622047244094488,0.28188976377952757,0.04409448818897638,0.07716535433070866,0.6204724409448819,0.7228346456692913,0.48661417322834644,0.46614173228346456,0.7228346456692913,0.6818897637795276,0.06141732283464567,0.8976377952755905
2026-01-05,0.3653543307086614,0.23622047244094488,0.8677165354330708,0.02047244094488189,0.25196850393700787,0.06456692913385827,0.03307086614173228,0.6929133858267716,0.7653543307086614,0.8645669291338582,0.5559055118110237,0.7338582677165354,0.721259842519685,0.04094488188976378,0.9559055118110236
2026-01-06,0.28503937007874014,0.2220472440944882,0.9039370078740158,0.04094488188976378,0.2283464566929134,0.08031496062992126,0.16220472440944883,0.694488188976378,0.7905511811023622,0.768503937007874,0.568503937007874,0.7370078740157481,0.7133858267716535,0.06614173228346457,0.38110236220472443
2026-01-07,0.27086614173228346,0.2188976377952756,0.9212598425196851,0.050393700787401574,0.23622047244094488,0.08346456692913386,0.35748031496062993,0.6913385826771653,0.7952755905511811,0.3354330708661417,0.5669291338582677,0.7496062992125985,0.6881889763779527,0.08661417322834646,0.9244094488188976
2026-01-08,0.2551181102362205,0.2141732283464567,0.9196850393700787,0.05354330708661417,0.23307086614173228,0.09448818897637795,0.5322834645669291,0.6881889763779527,0.7874015748031497,0.647244094488189,0.5763779527559055,0.752755905511811,0.6362204724409449,0.10393700787401575,0.8850393700787401
