,CISS,Correlation_Effect,Money_Market_Contribution,Bond_Market_Contribution,Equity_Market_Contribution,FX_Market_Contribution,Financial_Intermediaries_Contribution
2024-09-18,0.5664561757809673,0.9506749691130555,0.13110034880396032,0.15400342178778473,0.07611322961434744,0.09625213861736544,0.10898703695750919
2024-09-19,0.4973084837968434,0.9517250991581084,0.13055335991566577,0.13915149944077018,0.0658202405025234,0.07254062541869696,0.08924275851918712
2024-09-20,0.5320992503352611,0.9504944872432876,0.13196377252796215,0.1338390991383072,0.05961564592886249,0.07678968962360103,0.12989104311652822
2024-09-23,0.5010512154895849,0.9505758875422972,0.12773055020557975,0.13661443700504047,0.06347043568948049,0.059423331703059495,0.11381246088642459
2024-09-24,0.5508262910809599,0.9507899593313573,0.12835170790558306,0.13447309705184934,0.05904178563656821,0.09537519218214863,0.13358450830481067
2024-09-25,0.5723635829671154,0.9503209144781588,0.12986732330771106,0.13282782459892026,0.10993328128023562,0.06483497827748187,0.1349001755027667
2024-09-26,0.4938404183673611,0.9503763446997774,0.1291840742691598,0.12948014166626254,0.08062902114431134,0.05477246846400587,0.09977471282362152
2024-09-27,0.5664679989435082,0.9477218258905459,0.12055651471608712,0.13325185381680157,0.13049627633757674,0.07075929312723807,0.11140406094580457
2024-09-30,0.5596317708772498,0.9473112943483765,0.12079940492832882,0.1375224495845307,0.14598234276355046,0.041315757385910507,0.11401181621492923
2024-10-01,0.5866059595945631,0.9454419064260486,0.11516130386684893,0.15011221961842458,0.12419356299366062,0.06852735728820167,0.12861151582742716
2024-10-02,0.5527585127688363,0.9456501115586946,0.11557945807939603,0.15230564102051253,0.1365939050029226,0.0462514229017804,0.1020280857642247
2024-10-03,0.5739296587950136,0.9436473645545465,0.11533467789000014,0.15070920526322873,0.11827438930605791,0.07417871806519125,0.11543266827053542
2024-10-04,0.5793079750982313,0.944427932994069,0.11405708058900338,0.14534186881590974,0.10238657965169348,0.11592043788151503,0.10160200816010963
2024-10-07,0.5927803101567326,0.9440175933205448,0.10949819851911202,0.16115938976313354,0.09234315398836483,0.12194785940713998,0.1078317084789823
2024-10-08,0.6385431080334866,0.9429796243463386,0.11476345999313699,0.16215724381282837,0.13287885256884543,0.13003914238130196,0.09870440927737378
2024-10-09,0.5919110496785427,0.9437257298682723,0.11485426328199537,0.16199155051632966,0.12024418178072381,0.09937049741292091,0.09545055668657294
2024-10-10,0.5486739591236971,0.9448730733836201,0.11558260440767443,0.16228661094252422,0.09134754219316205,0.10459342639947447,0.07486377518086214
2024-10-11,0.5584483740128134,0.9456405559598017,0.11606927696204421,0.16133825892439818,0.10202705479150927,0.10762430418815605,0.07138947914670571
2024-10-14,0.5492620893841108,0.9463936161690799,0.14977194922551174,0.15871502493385922,0.08166698806194242,0.09277212602945084,0.06633600113334673
2024-10-15,0.6261809783799694,0.9451603168964112,0.14977306786956635,0.16194335647757827,0.09176790200396101,0.12278250845663663,0.09991414357222707
